TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Parameters	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
(	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	)	inf
(	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	)	inf
(	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	)	inf
(	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	)	inf
(	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	)	inf
(	0.0595597	0.0453901	0.214294	0.137256	0.0624781	0.136992	0.137256	0.0535539	0.0835379	0.0837478	0.188942	0.111685	0.138788	0.176355	0.110061	0.181962	0.249183	0.108298	0.098272	0.244946	0.170698	0.0410432	)	9.24266
(	0.173978	0.157851	0.454144	0.181027	0.0489024	1e-06	0.0872742	0.0218176	0.0379635	0.0792653	0.959974	0.11817	0.230103	0.869935	0.337458	0.686941	0.817466	0.140991	0.224584	1.05037	0.713823	0.307658	)	6.54571
(	4.88053	3.1235	1e-06	0.818167	0.0509478	0.0614781	0.0193818	0.0215104	0.0371558	0.284681	5.10291	0.0956454	0.312376	2.31092	0.584723	1.33551	0.996712	0.569495	2.17759	4.26286	4.0182	0.900866	)	6.28049
(	7.37941	6.42872	0.373278	0.0959872	0.0486259	6.628e-05	0.160893	0.0209933	0.0365606	0.356413	6.71047	0.0794778	0.357514	3.79158	0.206966	1.01933	3.68943	0.546072	3.15385	6.74322	9.61319	0.146978	)	6.43158
(	16.1771	22.3948	1.41752	2.66048	0.048937	1e-06	0.00594176	0.0218176	0.0356787	1.57516	32.4922	0.0700506	1.11637	17.8281	0.244264	1.91075	6.56557	0.855136	11.0347	17.1747	40.55	0.234379	)	6.34179
(	19.0537	76.1444	5.95897	3.80998	0.0488768	3.56e-06	0.00414976	0.0218944	0.036151	2.77001	60.1238	0.0599821	2.71284	51.2485	0.101343	1.77807	18.173	1.76332	26.2807	20.8098	116.375	1e-06	)	7.00583
