TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Parameters	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
(	0.761305	649.363	27652.9	0.600441	284.391	14646.9	16.1122	14.9789	1.1272	0.520324	258.846	0.236834	0.098395	4.34158	6.02656	1.83069	0.0918756	6152.56	23.5917	2350.4	41.8049	11962.9	13.2356	13.2479	0.00489827	26622.4	)	0.488115
(	0.761305	649.363	27652.9	0.600441	284.391	14646.9	16.1122	14.9789	1.1272	0.520324	258.846	0.236834	0.098395	4.34158	6.02656	1.83069	0.0918756	6152.56	23.5917	2350.4	41.8049	11962.9	13.2356	13.2479	0.00489827	21297.9	)	0.488052
(	0.761305	649.363	27652.9	0.600441	284.391	14646.9	16.1122	14.9789	1.1272	0.520324	207.077	0.236834	0.098395	4.34158	6.02656	1.83069	0.0918756	7383.07	23.5917	2820.48	41.8049	11962.9	13.2356	13.2479	0.00489827	10649	)	0.487893
(	0.761305	649.363	27652.9	0.600441	284.391	14646.9	16.1122	14.9789	1.1272	0.520324	155.308	0.236834	0.098395	4.34158	6.02656	1.83069	0.0918756	8613.58	23.5917	3290.56	41.8049	11962.9	13.2356	13.2479	0.00489827	5324.48	)	0.487827
(	0.761305	649.363	27652.9	0.600441	284.391	14646.9	16.1122	14.9789	1.1272	0.499511	144.954	0.227361	0.0944592	4.34158	6.02656	1.83069	0.0918756	8367.48	24.5354	3290.56	41.8049	11962.9	13.2356	13.2479	0.00489827	5324.48	)	0.487691
(	0.761305	649.363	27652.9	0.600441	284.391	14646.9	16.1122	14.9789	1.1272	0.499511	144.954	0.227361	0.0944592	4.34158	6.02656	1.84534	0.0918756	8318.26	24.7241	3290.56	41.8049	11962.9	13.2356	13.2479	0.00489827	5537.46	)	0.48769
(	0.761305	649.363	27652.9	0.600441	284.391	14646.9	16.1122	14.9789	1.1272	0.499511	144.954	0.227361	0.0944592	4.34158	6.02656	1.84534	0.0918756	8269.04	24.9128	3271.76	41.8049	11962.9	13.2356	13.2479	0.00489827	5750.44	)	0.487689
(	0.761305	649.363	27652.9	0.59948	284.391	14646.9	16.1122	14.9789	1.1272	0.498679	145.368	0.227361	0.0946166	4.33463	6.02656	1.84826	0.0918756	8278.88	24.8751	3271.76	41.8049	11962.9	13.2356	13.2479	0.00489827	5750.44	)	0.487679
(	0.761305	649.571	27652.9	0.599672	284.3	14646.9	16.1122	14.9837	1.12756	0.498845	145.368	0.227436	0.0946166	4.33602	6.02463	1.84768	0.0918462	8276.92	24.8751	3272.51	41.7915	11966.7	13.2398	13.2479	0.00489984	5750.44	)	0.48767
(	0.761305	649.779	27652.9	0.599672	284.3	14646.9	16.1174	14.9933	1.12792	0.499012	145.285	0.227512	0.0946166	4.33741	6.02463	1.84709	0.0917874	8274.95	24.8751	3273.26	41.7648	11974.4	13.2441	13.2521	0.0049014	5758.96	)	0.487663
(	0.761549	649.986	27652.9	0.599672	284.3	14646.9	16.1225	15.0029	1.12828	0.499345	145.202	0.227664	0.0946166	4.3388	6.02463	1.84651	0.0916992	8274.95	24.8751	3274.01	41.738	11982	13.2483	13.2564	0.00490297	5767.48	)	0.487656
(	0.762036	650.402	27652.9	0.599672	284.3	14646.9	16.1328	15.0172	1.12864	0.499844	145.119	0.227815	0.0946166	4.34019	6.02656	1.84592	0.0915816	8276.92	24.8751	3274.77	41.6979	11989.7	13.2525	13.2606	0.00490611	5776	)	0.487646
(	0.762767	650.818	27644.1	0.599672	284.3	14646.9	16.1483	15.0316	1.129	0.50051	145.037	0.227967	0.0946166	4.34019	6.02849	1.84592	0.0914346	8276.92	24.8826	3274.77	41.6577	11997.4	13.2568	13.2649	0.00490924	5784.52	)	0.487634
(	0.763741	651.233	27635.2	0.599672	284.3	14646.9	16.1638	15.0412	1.12936	0.501176	144.954	0.228043	0.0946166	4.34019	6.03042	1.84592	0.0912582	8278.88	24.8902	3274.77	41.6176	12005	13.261	13.2691	0.00491238	5793.03	)	0.487619
(	0.764959	651.857	27617.5	0.599672	284.3	14646.9	16.1844	15.0508	1.13009	0.501842	144.871	0.228043	0.0946166	4.34158	6.03235	1.84651	0.0910524	8282.82	24.8977	3274.77	41.5641	12016.5	13.2652	13.2733	0.00491551	5801.55	)	0.487602
(	0.766421	652.688	27599.8	0.599672	284.3	14646.9	16.1999	15.0604	1.13081	0.502675	144.788	0.227967	0.0946166	4.34297	6.03427	1.84709	0.0908172	8288.73	24.9053	3274.77	41.5106	12028	13.2695	13.2776	0.00491865	5810.07	)	0.487585
(	0.768126	653.727	27573.3	0.599672	284.3	14646.9	16.2205	15.07	1.13153	0.503674	144.705	0.227891	0.0946166	4.34436	6.0362	1.84768	0.0905526	8296.6	24.9128	3274.77	41.4437	12039.5	13.2737	13.2818	0.00492178	5818.59	)	0.487568
(	0.770075	654.558	27546.7	0.599672	284.3	14646.9	16.2463	15.0796	1.13261	0.504839	144.622	0.227815	0.0946166	4.34575	6.03813	1.84826	0.0902586	8304.48	24.9204	3274.77	41.3768	12050.9	13.278	13.2861	0.00492492	5827.11	)	0.487548
(	0.772268	655.597	27511.3	0.599672	284.3	14646.9	16.2772	15.0891	1.13369	0.506171	144.622	0.22774	0.0946166	4.34575	6.04006	1.84885	0.0899352	8312.35	24.9355	3274.77	41.3099	12062.4	13.2822	13.2903	0.00492805	5835.63	)	0.48753
(	0.774217	656.428	27475.9	0.599672	284.3	14646.9	16.3133	15.0987	1.13477	0.50767	144.705	0.227664	0.0946166	4.34714	6.04199	1.84885	0.0896118	8318.26	24.9506	3274.77	41.243	12077.7	13.2864	13.2945	0.00493275	5844.15	)	0.487514
(	0.776409	657.467	27440.5	0.599672	284.3	14646.9	16.3442	15.1131	1.13622	0.509335	144.871	0.227588	0.0946166	4.34853	6.04392	1.84885	0.0892884	8324.17	24.9657	3274.77	41.1762	12096.9	13.2907	13.2988	0.00493589	5844.15	)	0.4875
(	0.778845	658.714	27405.1	0.599672	284.3	14646.9	16.3752	15.1275	1.13802	0.511	145.037	0.227512	0.0946481	4.35131	6.04584	1.84885	0.0889944	8330.07	24.9808	3274.77	41.1093	12116	13.2949	13.303	0.00493902	5835.63	)	0.487485
